ortho,lemme
triompherez,triompher
triompherions,triompher
triompherons,triompher
triompheront,triompher
triomphes,triompher
triomphez,triompher
triomphions,triompher
triomphons,triompher
triomphâmes,triompher
triomphât,triompher
triomphèrent,triompher
triomphé,triompher
viola,violer
violaient,violer
violais,violer
violait,violer
violant,violer
viole,violer
violent,violer
violer,violer
violerai,violer
violerais,violer
violerait,violer
violeras,violer
violeront,violer
violes,violer
violez,violer
violons,violer
violé,violer
violée,violer
violées,violer
violés,violer
ampoule,ampoule
ampoules,ampoule
coq,coq
coqs,coq
corbeille,corbeille
corbeilles,corbeille
impérial,impérial
impériale,impérial
impériales,impérial
impériaux,impérial
intervalle,intervalle
intervalles,intervalle
masqua,masquer
masquaient,masquer
masquait,masquer
masquant,masquer
masque,masquer
masquent,masquer
masquer,masquer
masqueraient,masquer
masques,masquer
masquons,masquer
masqué,masquer
masquée,masquer
masquées,masquer
masqués,masquer
permission,permission
permissions,permission
pressens,pressentir
pressent,pressentir
pressentaient,pressentir
pressentais,pressentir
pressentait,pressentir
pressentant,pressentir
pressentent,pressentir
pressentez,pressentir
pressenti,pressentir
pressentie,pressentir
pressentiez,pressentir
pressentions,pressentir
pressentir,pressentir
pressentirez,pressentir
pressentis,pressentir
pressentit,pressentir
pressentons,pressentir
pressentîmes,pressentir
pressentît,pressentir
ruissela,ruisseler
ruisselaient,ruisseler
ruisselait,ruisseler
ruisselant,ruisseler
ruisseler,ruisseler
ruisselle,ruisseler
ruissellent,ruisseler
ruissellerait,ruisseler
ruisselât,ruisseler
ruisselèrent,ruisseler
ruisselé,ruisseler
sitôt,sitôt
abord,abord
abords,abord
accouraient,accourir
accourais,accourir
accourait,accourir
accourant,accourir
accoure,accourir
accourent,accourir
accoures,accourir
accourez,accourir
accouriez,accourir
accourir,accourir
accourons,accourir
accourra,accourir
accourrai,accourir
accourraient,accourir
accourrais,accourir
accourrait,accourir
accourront,accourir
accours,accourir
accourt,accourir
accouru,accourir
accourue,accourir
accourues,accourir
accoururent,accourir
accourus,accourir
accourussent,accourir
accourut,accourir
accourût,accourir
chaud,chaud
chaude,chaud
chaudes,chaud
chauds,chaud
colonie,colonie
colonies,colonie
dénonce,dénoncer
dénoncent,dénoncer
dénoncer,dénoncer
dénoncera,dénoncer
dénoncerai,dénoncer
dénonceraient,dénoncer
dénoncerais,dénoncer
dénoncerait,dénoncer
dénonceras,dénoncer
dénoncerez,dénoncer
dénonceriez,dénoncer
dénonceront,dénoncer
dénonces,dénoncer
dénoncez,dénoncer
dénoncé,dénoncer
dénoncée,dénoncer
dénoncées,dénoncer
dénoncés,dénoncer
dénonça,dénoncer
dénonçaient,dénoncer
dénonçais,dénoncer
dénonçait,dénoncer
dénonçant,dénoncer
dénonçons,dénoncer
dénonçât,dénoncer
détresse,détresse
détresses,détresse
ennemi,ennemi
ennemie,ennemi
ennemies,ennemi
ennemis,ennemi
moulin,moulin
moulins,moulin
quoique,quoique
selle,selle
selles,selle
vendredi,vendredi
vendredis,vendredi
caporal,caporal
caporale,caporal
caporaux,caporal
chiffon,chiffon
chiffons,chiffon
climat,climat
climats,climat
exclama,exclamer
exclamai,exclamer
exclamaient,exclamer
exclamais,exclamer
exclamait,exclamer
exclamant,exclamer
exclame,exclamer
exclament,exclamer
exclamer,exclamer
exclameraient,exclamer
exclamerait,exclamer
exclamâmes,exclamer
exclamèrent,exclamer
exclamé,exclamer
exclamée,exclamer
insolite,insolite
insolites,insolite
maillot,maillot
maillots,maillot
militaire,militaire
militaires,militaire
mérite,mérite
mérites,mérite
quantité,quantité
quantités,quantité
représentation,représentation
représentations,représentation
successif,successif
successifs,successif
successive,successif
successives,successif
suffisant,suffisant
suffisante,suffisant
suffisantes,suffisant
suffisants,suffisant
vente,vente
ventes,vente
béni,bénir
bénie,bénir
bénies,bénir
bénir,bénir
bénira,bénir
bénirai,bénir
bénirais,bénir
bénirait,bénir
béniras,bénir
bénirez,bénir
bénirons,bénir
béniront,bénir
bénis,bénir
bénissaient,bénir
bénissais,bénir
bénissait,bénir
bénissant,bénir
bénisse,bénir
bénissent,bénir
bénissez,bénir
bénissions,bénir
bénissons,bénir
bénit,bénir
chevet,chevet
chevets,chevet
concentra,concentrer
concentrai,concentrer
concentraient,concentrer
concentrais,concentrer
concentrait,concentrer
concentrant,concentrer
concentre,concentrer
concentrent,concentrer
concentrer,concentrer
concentrera,concentrer
concentrerai,concentrer
concentrerais,concentrer
concentrerait,concentrer
concentrerons,concentrer
concentreront,concentrer
concentres,concentrer
concentrez,concentrer
concentriez,concentrer
concentrions,concentrer
concentrons,concentrer
concentré,concentrer
concentrée,concentrer
concentrées,concentrer
concentrés,concentrer
identifia,identifier
identifiai,identifier
identifiaient,identifier
identifiais,identifier
identifiait,identifier
identifiant,identifier
identifiassent,identifier
identifie,identifier
identifient,identifier
identifier,identifier
identifiera,identifier
identifierai,identifier
identifierais,identifier
identifierait,identifier
identifierez,identifier
identifieront,identifier
identifiez,identifier
identifions,identifier
identifiât,identifier
identifièrent,identifier
identifié,identifier
identifiée,identifier
identifiées,identifier
identifiés,identifier
mont,mont
monts,mont
préoccupa,préoccuper
préoccupai,préoccuper
préoccupaient,préoccuper
préoccupais,préoccuper
préoccupait,préoccuper
préoccupant,préoccuper
préoccupe,préoccuper
préoccupent,préoccuper
préoccuper,préoccuper
préoccupera,préoccuper
préoccuperai,préoccuper
préoccuperaient,préoccuper
préoccuperais,préoccuper
préoccuperait,préoccuper
préoccupes,préoccuper
préoccupez,préoccuper
préoccupiez,préoccuper
préoccupions,préoccuper
préoccupons,préoccuper
préoccupât,préoccuper
préoccupâtes,préoccuper
préoccupèrent,préoccuper
préoccupé,préoccuper
préoccupée,préoccuper
préoccupées,préoccuper
préoccupés,préoccuper
réseau,réseau
réseaux,réseau
suicide,suicide
suicides,suicide
symbole,symbole
symboles,symbole
voua,vouer
vouai,vouer
vouaient,vouer
vouais,vouer
vouait,vouer
vouant,vouer
voue,vouer
vouent,vouer
vouer,vouer
vouera,vouer
vouerait,vouer
vouons,vouer
vouèrent,vouer
voué,vouer
vouée,vouer
vouées,vouer
voués,vouer
amusant,amusant
amusante,amusant
amusantes,amusant
amusants,amusant
ciment,ciment
ciments,ciment
cligna,cligner
clignaient,cligner
clignais,cligner
clignait,cligner
clignant,cligner
cligne,cligner
clignent,cligner
cligner,cligner
clignez,cligner
clignons,cligner
clignèrent,cligner
cligné,cligner
clignées,cligner
clignés,cligner
compliqua,compliquer
compliquaient,compliquer
compliquais,compliquer
compliquait,compliquer
compliquant,compliquer
complique,compliquer
compliquent,compliquer
compliquer,compliquer
compliquera,compliquer
compliquerai,compliquer
compliquerait,compliquer
compliques,compliquer
compliquez,compliquer
compliquions,compliquer
compliquons,compliquer
compliquèrent,compliquer
compliqué,compliquer
compliquée,compliquer
compliquées,compliquer
compliqués,compliquer
dispersa,disperser
dispersaient,disperser
dispersait,disperser
dispersant,disperser
disperse,disperser
dispersent,disperser
disperser,disperser
dispersera,disperser
disperserai,disperser
disperseraient,disperser
disperserait,disperser
disperserons,disperser
disperseront,disperser
disperses,disperser
dispersez,disperser
dispersions,disperser
dispersons,disperser
dispersât,disperser
dispersèrent,disperser
dispersé,disperser
dispersée,disperser
dispersées,disperser
dispersés,disperser
délai,délai
délais,délai
hangar,hangar
hangars,hangar
modifia,modifier
modifiaient,modifier
modifiais,modifier
modifiait,modifier
modifiant,modifier
modifie,modifier
modifient,modifier
modifier,modifier
modifiera,modifier
modifierai,modifier
modifieraient,modifier
modifierais,modifier
modifierait,modifier
modifiez,modifier
modifions,modifier
modifiât,modifier
modifièrent,modifier
modifié,modifier
modifiée,modifier
modifiées,modifier
modifiés,modifier
nid,nid
nids,nid
rauque,rauque
rauques,rauque
réflexe,réflexe
réflexes,réflexe
tir,tir
tirs,tir
chéri,chéri
chérie,chéri
chéries,chéri
chéris,chéri
clientèle,clientèle
clientèles,clientèle
convoi,convoi
convois,convoi
frangin,frangin
frangine,frangin
frangines,frangin
frangins,frangin
instant,instant
instante,instant
instantes,instant
instants,instant
pistolet,pistolet
pistolets,pistolet
commande,commande
commandes,commande
contra,contrer
contrait,contrer
contrant,contrer
contre,contrer
contrent,contrer
contrer,contrer
contrerai,contrer
contrerait,contrer
contreras,contrer
contreront,contrer
contres,contrer
contré,contrer
contrée,contrer
contrées,contrer
contrés,contrer
croissant,croissant
croissants,croissant
création,création
créations,création
oublié,oublié
oubliée,oublié
oubliées,oublié
oubliés,oublié
hérétique,hérétique
hérétiques,hérétique
pua,puer
puaient,puer
puais,puer
puait,puer
puant,puer
pue,puer
puent,puer
puer,puer
puera,puer
puerait,puer
pueras,puer
puerez,puer
pues,puer
puez,puer
rebord,rebord
rebords,rebord
refuge,refuge
refuges,refuge
sain,sain
saine,sain
saines,sain
sains,sain
salive,salive
salives,salive
servant,servant
servante,servant
servantes,servant
servants,servant
steppe,steppe
steppes,steppe
vendeur,vendeur
vendeurs,vendeur
vendeuse,vendeur
vendeuses,vendeur
bonnet,bonnet
bonnets,bonnet
douzaine,douzaine
douzaines,douzaine
engouffra,engouffrer
engouffrai,engouffrer
engouffraient,engouffrer
engouffrait,engouffrer
engouffrant,engouffrer
engouffre,engouffrer
engouffrent,engouffrer
engouffrer,engouffrer
engouffrera,engouffrer
engouffreraient,engouffrer
engouffrerait,engouffrer
engouffrons,engouffrer
engouffrât,engouffrer
engouffrèrent,engouffrer
engouffré,engouffrer
engouffrée,engouffrer
engouffrées,engouffrer
engouffrés,engouffrer
fini,fini
finie,fini
finies,fini
finis,fini
maladroit,maladroit
maladroite,maladroit
maladroites,maladroit
maladroits,maladroit
moue,moue
moues,moue
âne,âne
ânes,âne
bâilla,bâiller
bâillai,bâiller
bâillaient,bâiller
bâillais,bâiller
bâillait,bâiller
bâillant,bâiller
bâille,bâiller
bâillent,bâiller
bâiller,bâiller
bâillera,bâiller
bâillerez,bâiller
bâilles,bâiller
bâillez,bâiller
bâillâmes,bâiller
bâillèrent,bâiller
bâillé,bâiller
cristal,cristal
cristaux,cristal
domestique,domestique
domestiques,domestique
gâcha,gâcher
gâchaient,gâcher
gâchais,gâcher
gâchait,gâcher
gâchant,gâcher
gâche,gâcher
gâchent,gâcher
gâcher,gâcher
gâchera,gâcher
gâcherai,gâcher
gâcheraient,gâcher
gâcherais,gâcher
gâcherait,gâcher
gâcheras,gâcher
gâcherez,gâcher
gâcheriez,gâcher
gâches,gâcher
gâchez,gâcher
gâchiez,gâcher
gâchons,gâcher
gâchât,gâcher
gâché,gâcher
gâchée,gâcher
gâchées,gâcher
gâchés,gâcher
litre,litre
litres,litre
suce,sucer
sucent,sucer
sucer,sucer
sucera,sucer
sucerai,sucer
suceraient,sucer
sucerais,sucer
sucerait,sucer
suces,sucer
sucez,sucer
sucèrent,sucer
sucé,sucer
sucée,sucer
sucées,sucer
sucés,sucer
suça,sucer
suçaient,sucer
suçais,sucer
suçait,sucer
suçant,sucer
trahison,trahison
trahisons,trahison
traité,traité
traités,traité
épisode,épisode
épisodes,épisode
engagement,engagement
engagements,engagement
humble,humble
humbles,humble
musette,musette
musettes,musette
rouvert,rouvrir
rouverte,rouvrir
rouvertes,rouvrir
rouverts,rouvrir
rouvraient,rouvrir
rouvrais,rouvrir
rouvrait,rouvrir
rouvrant,rouvrir
rouvre,rouvrir
rouvrent,rouvrir
rouvres,rouvrir
rouvrez,rouvrir
rouvriez,rouvrir
rouvrir,rouvrir
rouvrira,rouvrir
rouvrirai,rouvrir
rouvriraient,rouvrir
rouvrirais,rouvrir
rouvrirait,rouvrir
rouvrirent,rouvrir
rouvrirez,rouvrir
rouvriront,rouvrir
rouvris,rouvrir
rouvrit,rouvrir
rouvrons,rouvrir
rouvrît,rouvrir
vice,vice
vices,vice
album,album
albums,album
gouverneur,gouverneur
gouverneurs,gouverneur
grava,graver
gravai,graver
gravaient,graver
gravais,graver
gravait,graver
gravant,graver
grave,graver
gravent,graver
graver,graver
graveraient,graver
graverais,graver
graverait,graver
graves,graver
gravez,graver
gravons,graver
gravât,graver
gravèrent,graver
gravé,graver
gravée,graver
gravées,graver
gravés,graver
manie,manie
manies,manie
mêmes,mêmes
tabouret,tabouret
tabourets,tabouret
tard,tard
brûlé,brûlé
brûlée,brûlé
brûlées,brûlé
brûlés,brûlé
caprice,caprice
caprices,caprice
combattant,combattant
combattante,combattant
combattantes,combattant
combattants,combattant
fidélité,fidélité
fidélités,fidélité
fouet,fouet
fouets,fouet
glorieuse,glorieux
glorieuses,glorieux
glorieux,glorieux
graisse,graisse
graisses,graisse
humain,humain
humaine,humain
humaines,humain
humains,humain
infini,infini
infinis,infini
insulta,insulter
insultaient,insulter
insultais,insulter
insultait,insulter
insultant,insulter
insulte,insulter
insultent,insulter
insulter,insulter
insulterai,insulter
insulterais,insulter
insulteras,insulter
insultes,insulter
insultez,insulter
insultions,insulter
insultons,insulter
insulté,insulter
insultée,insulter
insultées,insulter
insultés,insulter
malheureuse,malheureux
malheureuses,malheureux
malheureux,malheureux
marquis,marquis
marquise,marquis
marquises,marquis
sonnerie,sonnerie
sonneries,sonnerie
cloison,cloison
cloisons,cloison
fusilla,fusiller
fusillaient,fusiller
fusillait,fusiller
fusillant,fusiller
fusille,fusiller
fusillent,fusiller
fusiller,fusiller
fusillera,fusiller
fusilleraient,fusiller
fusillerait,fusiller
fusillerons,fusiller
fusilleront,fusiller
fusillez,fusiller
fusillions,fusiller
fusillons,fusiller
fusillé,fusiller
fusillée,fusiller
